1	2292
1	2671
1	4253
1	4298
1	4694
1	6376
1	7983
1	8781
1	9271
2	97
2	2816
2	4357
2	5140
2	5282
2	5589
2	7577
2	8732
3	1096
3	1582
3	2372
3	4327
3	5322
3	5714
3	5897
3	5985
3	6473
3	6720
3	7312
3	8048
3	8168
3	8939
3	9158
4	1542
4	1827
4	2047
4	2105
4	2343
4	2513
4	3643
4	3890
4	3942
4	4680
4	5980
4	6155
4	6170
4	8312
4	8343
4	9221
5	502
5	1125
5	1667
5	2741
5	3352
5	3448
5	3658
5	5613
5	6314
5	7677
5	7803
5	9522
5	9608
6	532
6	6283
6	6389
6	7636
6	8825
6	9514
7	320
7	386
7	1282
7	5340
7	6364
7	7378
7	8489
7	9036
8	209
8	287
8	596
8	2221
8	2410
8	2796
8	3050
8	6841
8	8143
8	8436
8	8659
8	9536
9	1092
9	2131
9	2602
9	3294
9	3436
9	4906
9	5125
9	5930
9	6218
9	6935
9	8218
9	8664
9	8905
10	699
10	749
10	1915
10	2106
10	3183
10	3311
10	3417
10	3468
10	3692
10	3945
10	4650
10	5092
10	5466
10	5507
10	5715
10	6300
10	6465
10	6693
10	7288
10	7323
10	9458
11	2372
11	2583
11	3173
11	3917
11	4459
11	5574
11	8299
12	1553
12	1723
12	4793
12	5341
12	6028
13	399
13	1151
13	1872
13	2126
13	2682
13	3592
13	4581
13	5259
13	5317
13	5348
13	7066
14	275
14	633
14	666
14	1600
14	2060
14	2245
14	2802
14	3319
14	3562
14	4598
14	5624
14	5717
14	6154
14	6322
14	8171
14	9238
14	9563
14	9596
15	1423
15	3551
15	5685
15	5840
15	6595
16	3110
16	4131
16	5426
16	7492
16	9132
16	9334
16	9922
17	294
17	1606
17	2383
17	3939
17	5075
17	5231
17	7241
17	7980
18	121
18	624
18	1046
18	2853
18	3160
18	3685
18	4308
18	5041
18	7266
18	8339
18	9072
18	9456
18	9582
19	4165
19	4987
19	5859
19	5926
19	6626
19	8258
20	976
20	1953
20	2026
20	2351
20	5502
20	6046
20	6639
20	6694
20	7178
20	8298
20	8487
20	8854
21	321
21	1033
21	1841
21	3858
21	4578
21	5485
21	6011
21	6191
21	6720
21	7284
21	8356
21	9674
22	1069
22	2597
22	3616
22	3815
22	4062
22	4951
22	5589
22	6762
22	6801
22	7160
22	9474
22	9490
23	275
23	5177
23	5490
23	6491
23	8352
23	8531
23	8795
23	8881
24	505
24	2058
24	2362
24	3724
24	6060
24	6377
24	7178
24	8135
24	9944
25	3304
25	4811
25	5314
25	6661
25	7162
25	7277
25	7777
25	7886
25	8884
25	9029
25	9058
26	86
26	625
26	1190
26	3434
26	3480
26	4953
26	5355
26	5935
26	5992
26	6443
26	6492
26	9609
27	235
27	376
27	1316
27	2757
27	4022
27	4261
27	4932
27	5585
27	5908
27	6911
27	7002
27	8483
27	8854
27	9320
27	9449
28	732
28	1042
28	1353
28	3116
28	3525
28	5665
28	6508
28	6846
29	264
29	496
29	2837
29	4615
29	5560
29	6043
29	6253
29	7412
29	8803
30	960
30	1550
30	2093
30	2323
30	3330
30	3958
30	4437
30	4458
30	6384
30	6743
30	7933
30	8630
30	9047
30	9475
30	9503
31	691
31	1309
31	2125
31	4962
31	5004
31	6438
31	8227
31	9336
31	9528
31	9741
32	458
32	2694
32	3067
32	3890
32	6556
32	7603
32	8073
32	9624
32	9924
33	1495
33	1680
33	2450
33	4929
33	7957
33	9308
34	567
34	1130
34	1195
34	1804
34	1853
34	3294
34	3449
34	3626
34	4897
34	5779
34	9234
34	9377
34	9838
34	9890
35	391
35	1826
35	1977
35	3052
35	3855
35	4662
35	4688
35	6199
35	6255
35	6580
35	6658
35	6994
35	7301
35	7921
35	9382
35	9609
36	1855
36	1969
36	2364
36	2565
36	3863
36	4951
36	5091
36	5166
36	6301
36	6338
36	7366
36	7561
36	8347
36	9838
37	471
37	2460
37	3136
37	4033
37	4987
37	5183
37	6753
37	7287
37	7718
37	8374
37	9163
37	9446
38	100
38	311
38	893
38	2348
38	4987
38	7204
38	8055
38	9597
39	549
39	1005
39	1672
39	2491
39	3511
39	4539
39	4697
39	4806
39	7968
39	9453
40	272
40	708
40	720
40	727
40	1622
40	1917
40	3625
40	4281
40	5989
40	6442
41	536
41	583
41	1333
41	3619
41	4060
41	5097
41	6802
41	7609
41	9142
42	2218
42	3852
42	4764
42	5172
42	6601
42	7129
42	7407
42	7484
42	9026
42	9971
43	1787
43	2275
43	3770
43	4396
43	4905
43	6317
43	6670
43	6865
43	7175
43	7405
43	8385
43	9074
44	2940
44	3342
44	4161
44	4609
45	214
45	491
45	1257
45	2131
45	3001
45	3903
45	4716
45	4969
45	5235
45	7334
45	7987
45	8036
45	9334
45	9371
45	9381
45	9722
46	2325
46	4150
46	4605
46	5123
46	5641
46	5810
46	6168
46	6206
46	6554
46	8257
46	9239
46	9460
47	3082
47	3291
47	7528
47	7978
47	8102
47	8342
47	8891
47	9563
48	1660
48	1698
48	2244
48	2301
48	3095
48	3676
48	3819
48	4144
48	4353
48	5917
48	7952
48	8199
48	8362
48	8862
49	148
49	1291
49	1662
49	1851
49	1974
49	2077
49	2173
49	3416
49	4301
49	5591
49	5603
49	6052
49	7517
49	7839
49	9309
50	68
50	404
50	798
50	1363
50	1849
50	2916
50	3053
50	3533
50	5260
50	6204
50	7818
50	8682
50	8752
50	9466
50	9574
50	9681
50	9762
50	9766
51	1773
51	3370
51	3905
51	4951
51	6737
51	7456
51	8148
51	9456
51	9590
51	9920
52	87
52	312
52	1293
52	2792
52	5551
52	5894
52	6607
52	6808
52	7238
52	8751
52	9177
52	9526
52	9852
53	226
53	3349
53	3726
53	4435
53	5437
53	5863
53	6469
53	7950
53	8152
53	8808
54	2210
54	2780
54	4741
54	4857
54	5104
54	5691
54	6188
54	8308
55	951
55	1075
55	1144
55	1205
55	2404
55	3805
55	4032
55	4059
55	4083
55	4317
55	4917
55	5638
55	6196
55	8492
55	8733
55	8821
55	9277
55	9406
56	2162
56	2213
56	3179
56	3640
56	5129
56	7392
56	7849
57	350
57	1480
57	1899
57	2655
57	2897
57	2900
57	5076
57	6134
57	6253
57	6385
57	6647
57	7004
57	7117
57	7972
57	8521
57	9602
58	320
58	732
58	1195
58	1270
58	1963
58	2270
58	7383
58	7504
58	9094
58	9122
58	9524
58	9658
59	852
59	1934
59	3062
59	3455
59	3517
59	4056
59	4298
59	6835
59	7291
59	7362
59	7788
59	8556
59	9867
60	4114
60	5337
60	6374
60	6925
60	7512
60	7679
60	7829
60	8697
60	9217
61	2386
61	4019
61	4412
61	4453
61	4909
