1	20
1	24
1	28
1	36
1	54
1	66
1	77
1	84
2	51
2	61
3	19
3	30
3	63
3	67
3	73
4	9
4	48
4	65
4	87
4	95
5	49
5	78
5	96
6	54
6	59
6	94
7	19
7	23
7	26
7	53
7	60
7	70
7	76
7	97
8	10
8	13
8	28
8	43
8	44
8	47
8	61
8	70
8	93
9	17
9	52
9	74
10	16
10	22
10	29
10	63
10	73
10	79
12	70
12	76
12	82
13	27
13	51
13	69
14	17
14	27
14	47
14	52
14	66
15	57
15	73
15	96
16	25
16	66
16	88
16	95
17	28
17	39
18	20
18	81
19	30
19	41
19	73
20	31
20	52
20	57
20	59
20	67
20	68
20	78
20	81
20	82
21	35
21	55
21	66
21	67
21	75
21	96
22	95
23	48
23	53
23	68
23	71
23	96
24	26
24	39
24	61
24	70
24	93
25	62
25	86
26	28
26	42
26	48
26	50
26	70
26	78
26	79
26	99
27	65
27	69
27	75
27	82
28	91
28	97
28	98
29	49
29	54
29	55
29	99
30	82
30	84
31	40
31	55
31	56
31	77
31	83
31	93
32	33
32	36
33	36
33	47
33	56
33	71
33	97
34	45
34	63
34	84
34	100
35	46
35	65
35	70
35	88
35	93
35	95
36	58
36	64
36	84
37	64
37	81
38	43
38	97
39	62
40	92
40	99
41	43
41	48
41	62
41	73
41	90
42	47
42	48
42	63
43	45
43	75
43	84
43	94
44	51
44	62
44	64
44	72
44	75
44	82
45	51
45	59
45	65
46	54
46	70
47	80
47	96
48	95
48	98
49	53
50	59
50	64
50	66
50	74
50	96
51	53
51	65
51	75
51	83
51	99
52	57
52	71
53	66
53	72
53	87
54	73
54	75
54	92
54	100
55	83
55	94
56	63
56	66
56	79
56	83
56	93
56	98
57	59
57	76
59	60
59	62
59	77
59	97
60	69
60	81
60	86
60	92
60	95
60	97
61	75
62	67
63	78
64	87
64	96
65	77
65	86
65	96
66	68
66	82
66	91
67	84
69	71
69	80
70	72
70	74
70	75
70	78
70	93
70	94
71	77
72	87
74	75
75	79
76	88
76	97
82	85
83	89
84	89
85	91
87	98
88	95
90	95
91	100
